Year,Month,Avr.ID,Avrakning,Medlemsnummer,Avr.Omr,Avrakningsomrade,Verknummer, ,Typ av framforande inom avrakningsomradet,Land,Roll,Andel%,Belopp,Avtalsnummer,Avtalsnamn,Filmnummer,Filmtitel,Episodtitel,Rattighet,Antal Spelningar
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,ÖSTERRIKE,CA,35.00,0.01,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,TYSKLAND,CA,35.00,0.01,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,DANMARK,CA,35.00,0.03,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,FINLAND,CA,35.00,0.01,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,NORGE,CA,35.00,0.53,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,683,ONLINE UTFÖRANDE,SVERIGE,CA,35.00,3.87,,,,,,PR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,DANMARK,CA,35.00,0.01,,,,,,MR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,NORGE,CA,35.00,0.23,,,,,,MR,
2018,June,1197,Juniutbetalning 2018,5033743,97,Korrigering Online,37693707,684,ONLINE MEKANISK,SVERIGE,CA,35.00,1.66,,,,,,MR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,203,TV3,SVERIGE,CA,11.12,0.68,,,846363,LYXFÄLLAN,1901,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,1.22,,,857150,BONDE SÖKER FRU 10 ÅRS JUBILEU,,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,0.57,,,868314,PÄRON I SOLEN,I 01,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,8.18,,,868742,LET'S DANCE,1101,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,0.32,,,868743,LET'S DANCE,1102,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,2.76,,,868745,LET'S DANCE,1104,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,9.48,,,869440,SVERIGES MÄSTERKOCK,,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,1.35,,,869443,SVERIGES MÄSTERKOCK,,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,1.30,,,869504,SVERIGES YNGSTA MÄSTERKOCK,,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,0.72,,,878484,IDOL 2016,1224,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,0.72,,,878724,SVERIGES BÄSTA,ARTIST,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,204,TV4,SVERIGE,CA,11.12,1.38,,,880073,HOLBY CITY,FROM BOURNEMOUTH WITH LOVE,PR,
2018,June,1207,Juniutbetalning 2018 -Tillägg TV 2015-2016,5033743,13,Kommersiell tv,27208757,214,SJUAN,SVERIGE,CA,11.12,0.27,,,868314,PÄRON I SOLEN,I 01,PR,
